1,1019.3,18.9,15.7,13,6.3,54,0,0,9.5,40,13
2,1016.8,19.3,16.8,14.4,11.8,73,49,0,4.5,40,16.1
3,1015.7,22.5,19.8,17.2,12.9,65,28,0,8.6,20,10.6
4,1017.8,21.8,18.8,16.8,8.2,51,0,0,8.8,20,24
5,1018.8,18.7,16.3,14.5,8.3,60,2,0,9,70,24.3
6,1018,18.5,16.5,14.8,11.3,72,26,0,9.1,70,33.8
7,1016.8,19.1,17.8,16.5,14.4,81,88,Trace,1.5,60,28.6
8,1017.9,21,18.8,16.1,16,84,74,Trace,0.9,30,17.4
9,1022.9,16.6,15.5,14.3,9.6,68,83,0,0,30,25.5
10,1024.3,16.2,15.3,14.4,11.2,76,87,Trace,0,80,38.1
11,1023.7,18.8,16.2,14.1,12.3,78,32,0,9.7,70,29.1
12,1023.3,21.5,17.5,15.1,12.4,73,29,0,7.6,30,23.8
13,1023.6,16.2,13.9,11.8,8,67,50,0,4.9,30,28.1
14,1023.6,16.8,13.2,10.6,6.8,65,39,0,9.4,30,26.2
15,1025.6,16.1,13.2,11.2,6,62,27,0,9.8,30,28.5
16,1024.3,16.7,13.9,11.8,8.1,68,28,0,9.3,60,30.3
17,1023.3,18.9,15.5,12.7,11,75,15,0,9.3,60,14.7
18,1026.1,19.7,16.2,13.5,4.9,48,0,0,9.9,30,23
19,1026,16.7,14.6,13.2,8.7,69,22,0,7.6,70,30.3
20,1023.7,20.5,16.4,13.4,5.6,51,10,0,9.9,30,18.8
21,1024.5,17.6,14.9,12.9,-1.4,33,0,0,9.7,30,31.5
22,1025.2,17,13.3,10.3,0.6,43,0,0,10,30,18.6
23,1023.2,15.8,13.3,11.6,7.8,70,12,0,9.6,80,26.9
24,1018.8,18.5,15.6,12.9,11.7,78,46,0,9.5,60,28
25,1017.7,21.4,18.4,16.5,14.4,78,83,0,6.5,50,20.8
26,1019.4,24.4,19,16.3,14.6,76,74,0,5.3,30,19.9
27,1021.3,18.9,16.4,15,11.6,74,30,0,8.8,90,28.8
28,1020.4,20.3,17,14.8,12.3,75,21,0,9.6,70,20.1
29,1019.9,21.2,17.8,15.6,12.7,72,2,0,10.1,50,15.4
